724157.0175145096,5710276.2639414305
726875.2577421819,5718524.687317353
724744.7664179486,5721641.697124519
722789.1032255631,5723316.598302208
705373.2091208971,5729409.329216535
704086.7078998156,5729778.743450978
700509.5752977096,5729551.643193501
693700.7756836801,5727686.718146601
674760.5112719666,5720257.067615317
674725.2057249232,5720203.526100888
674288.3237586634,5718578.062242709
674031.6828610812,5713354.036062433
675169.6234508015,5707899.933913305
676627.788352194,5705284.02963313
677952.6026567826,5703056.443578772
682764.5205872562,5698488.766936581
688081.2613427471,5693793.777257597
688447.4904054048,5693490.65338922
693887.1364608743,5690057.683025425
700945.9692548135,5687460.071825357
701582.2210216444,5687381.671677969
711600.3923497971,5688879.753285292
712562.4471033673,5689268.034031749
716692.8796187576,5693015.74339955
